Date,Soil_Temperature (°C),Soil_Moisture (%),Air_Temperature (°C),Air_Humidity (%),Paddy_Growth_Stage,Recommended_Fertilizer,Quantity_kg_per_acre,Purpose,Sustainability_Note,Predicted_Yield_ton_per_ha,Cost_LKR_per_ha
2025-10-10,30.1,54.2,26.9,80.0,Flowering,Iron Chelate,8.3,Iron supply to prevent chlorosis,Ensure soil testing before application.,9.84,3735.0
2025-05-06,25.0,42.9,30.2,85.1,Flowering,MOP,27.2,Potassium for stem and disease resistance,Avoid chemical overuse; combine with compost.,9.5,3536.0
2025-09-29,26.9,58.4,30.7,70.2,Seedling,Magnesium Sulphate,15.8,Magnesium for chlorophyll synthesis,Prefer organic alternatives where possible.,9.81,2844.0
2025-08-27,33.6,66.0,33.5,87.5,Seedling,Ammonium Sulphate,19.9,Nitrogen and sulphur supply,Ensure soil testing before application.,11.11,2786.0
2025-04-10,23.7,73.6,29.5,74.9,Harvest,Green Manure,21.6,Nitrogen enrichment from legumes,Prefer organic alternatives where possible.,10.32,648.0
2025-02-19,29.1,37.0,33.1,91.8,Seedling,Urea,26.7,Nitrogen boost for vegetative growth,Ensure soil testing before application.,9.88,3204.0
2025-12-25,26.3,32.9,34.0,64.4,Harvest,Organic Compost,15.5,Improves soil structure and moisture retention,Ensure soil testing before application.,8.61,775.0
2025-06-02,29.1,55.5,27.7,65.7,Seedling,Magnesium Sulphate,14.3,Magnesium for chlorophyll synthesis,Avoid chemical overuse; combine with compost.,9.41,2574.0
2025-09-07,23.0,52.5,28.8,69.1,Tillering,Organic Compost,27.6,Improves soil structure and moisture retention,Ensure soil testing before application.,9.39,1380.0
2025-05-12,25.7,57.9,34.7,90.9,Tillering,Urea,29.8,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,10.4,3576.0
2025-05-12,28.6,25.4,28.3,65.7,Tillering,Biochar,21.6,Improves soil fertility and carbon retention,Avoid chemical overuse; combine with compost.,8.38,2160.0
2025-08-27,28.7,44.1,32.2,94.7,Tillering,Organic Compost,28.3,Improves soil structure and moisture retention,Ensure soil testing before application.,10.12,1415.0
2025-07-24,27.1,39.9,28.8,74.5,Panicle Initiation,Urea,18.2,Nitrogen boost for vegetative growth,Ensure soil testing before application.,9.12,2184.0
2025-05-08,26.3,25.7,28.2,66.8,Panicle Initiation,Potash,22.2,Potassium for stress tolerance,Use split application to reduce leaching.,8.56,3552.0
2025-07-17,22.8,51.0,26.8,63.1,Panicle Initiation,DAP,22.3,Phosphorus for root development,Avoid chemical overuse; combine with compost.,9.15,3345.0
2025-06-17,26.5,36.2,35.0,78.2,Seedling,DAP,21.7,Phosphorus for root development,Prefer organic alternatives where possible.,9.33,3255.0
2025-01-08,26.8,63.9,33.9,89.7,Seedling,Urea,25.2,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,10.78,3024.0
2025-06-16,28.9,66.0,31.5,76.4,Harvest,Green Manure,18.8,Nitrogen enrichment from legumes,Prefer organic alternatives where possible.,10.55,564.0
2025-04-15,27.5,50.2,26.2,84.5,Tillering,Compost Tea,17.6,Enhances microbial activity,Ensure soil testing before application.,9.9,1408.0
2025-01-27,23.8,52.0,33.8,80.0,Tillering,Organic Compost,33.0,Improves soil structure and moisture retention,Use split application to reduce leaching.,10.15,1650.0
2025-06-25,28.4,33.5,26.6,60.8,Seedling,Calcium Nitrate,16.7,Calcium and nitrate supply for strong stems,Avoid chemical overuse; combine with compost.,8.72,3340.0
2025-03-20,28.6,74.7,35.7,65.8,Flowering,MOP,28.4,Potassium for stem and disease resistance,Maintain irrigation schedule to avoid fertilizer runoff.,10.95,3692.0
2025-08-07,24.9,41.3,35.3,87.1,Seedling,Magnesium Sulphate,14.8,Magnesium for chlorophyll synthesis,Ensure soil testing before application.,9.56,2664.0
2025-02-10,23.2,71.8,26.6,83.1,Flowering,MOP,24.4,Potassium for stem and disease resistance,Prefer organic alternatives where possible.,10.3,3172.0
2025-09-18,22.8,47.1,33.6,82.1,Harvest,Green Manure,20.0,Nitrogen enrichment from legumes,Use split application to reduce leaching.,9.46,600.0
2025-11-19,31.0,55.8,34.0,66.7,Flowering,Boron,5.2,Micronutrient for flower formation,Use split application to reduce leaching.,9.92,2600.0
2025-07-20,27.9,33.3,26.7,66.8,Tillering,MOP,18.7,Potassium for stem and disease resistance,Use split application to reduce leaching.,8.77,2431.0
2025-10-01,32.6,46.4,29.8,87.6,Panicle Initiation,Humic Acid,15.0,Soil conditioner and nutrient uptake,Avoid chemical overuse; combine with compost.,9.77,3300.0
2025-08-12,25.7,44.2,26.1,80.0,Tillering,Urea,40.0,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,9.55,4800.0
2025-09-07,28.7,27.6,31.8,75.8,Harvest,Organic Compost,16.4,Improves soil structure and moisture retention,Use split application to reduce leaching.,8.91,820.0
2025-04-11,22.5,33.0,32.3,90.9,Tillering,Compost Tea,21.6,Enhances microbial activity,Use split application to reduce leaching.,9.04,1728.0
2025-05-02,28.9,35.4,34.8,94.6,Flowering,Zinc Sulphate,9.5,Improves grain quality and resistance,Maintain irrigation schedule to avoid fertilizer runoff.,9.61,2850.0
2025-03-07,26.5,41.1,31.6,78.6,Tillering,Urea,33.0,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,9.69,3960.0
2025-07-10,31.9,29.6,34.9,64.1,Flowering,Copper Sulphate,6.3,Micronutrient for enzyme activation,Maintain irrigation schedule to avoid fertilizer runoff.,8.84,2520.0
2025-02-23,30.1,37.5,30.7,76.2,Seedling,Magnesium Sulphate,12.9,Magnesium for chlorophyll synthesis,Maintain irrigation schedule to avoid fertilizer runoff.,9.21,2322.0
2025-06-19,27.2,65.8,28.5,83.6,Seedling,Calcium Nitrate,16.8,Calcium and nitrate supply for strong stems,Avoid chemical overuse; combine with compost.,10.53,3360.0
2025-05-19,27.2,73.3,26.7,70.6,Panicle Initiation,Humic Acid,13.2,Soil conditioner and nutrient uptake,Prefer organic alternatives where possible.,10.37,2904.0
2025-08-09,24.0,55.9,34.0,92.7,Tillering,Biochar,26.3,Improves soil fertility and carbon retention,Use split application to reduce leaching.,10.44,2630.0
2025-06-26,24.1,69.6,32.7,76.6,Panicle Initiation,Humic Acid,15.9,Soil conditioner and nutrient uptake,Prefer organic alternatives where possible.,10.17,3498.0
2025-11-18,29.9,55.7,34.6,81.3,Panicle Initiation,Urea,21.1,Nitrogen boost for vegetative growth,Ensure soil testing before application.,10.2,2532.0
2025-12-09,25.0,35.2,31.2,78.0,Harvest,Organic Compost,16.0,Improves soil structure and moisture retention,Use split application to reduce leaching.,9.01,800.0
2025-12-15,28.2,68.9,28.8,84.2,Harvest,Organic Compost,16.7,Improves soil structure and moisture retention,Prefer organic alternatives where possible.,10.55,835.0
2025-01-22,25.9,71.7,33.1,92.9,Seedling,Magnesium Sulphate,14.8,Magnesium for chlorophyll synthesis,Use split application to reduce leaching.,10.87,2664.0
2025-03-06,33.8,43.0,29.7,90.6,Seedling,Urea,25.3,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,10.04,3036.0
2025-11-29,27.8,43.4,34.1,62.1,Flowering,MOP,28.7,Potassium for stem and disease resistance,Prefer organic alternatives where possible.,9.39,3731.0
2025-11-19,27.3,60.8,33.9,86.3,Panicle Initiation,DAP,21.6,Phosphorus for root development,Ensure soil testing before application.,10.56,3240.0
2025-12-20,29.0,26.3,34.1,77.6,Harvest,Phosphate Rock,20.4,Slow-release phosphorus,Ensure soil testing before application.,8.81,1836.0
2025-08-03,31.1,46.9,30.2,81.9,Seedling,DAP,19.2,Phosphorus for root development,Use split application to reduce leaching.,9.95,2880.0
2025-12-12,29.5,50.1,26.0,74.2,Flowering,Boron,5.5,Micronutrient for flower formation,Use split application to reduce leaching.,9.2,2750.0
2025-11-14,24.6,25.3,33.5,77.7,Panicle Initiation,Urea,19.2,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,8.57,2304.0
2025-07-09,25.8,33.7,33.4,85.8,Flowering,MOP,25.6,Potassium for stem and disease resistance,Avoid chemical overuse; combine with compost.,9.3,3328.0
2025-09-03,30.5,39.1,34.1,77.5,Seedling,Magnesium Sulphate,16.1,Magnesium for chlorophyll synthesis,Ensure soil testing before application.,9.33,2898.0
2025-02-13,25.9,34.0,26.8,85.6,Seedling,Urea,23.7,Nitrogen boost for vegetative growth,Ensure soil testing before application.,9.1,2844.0
2025-05-20,26.4,36.6,30.2,68.6,Tillering,MOP,20.9,Potassium for stem and disease resistance,Prefer organic alternatives where possible.,8.88,2717.0
2025-08-19,27.0,65.7,29.9,82.6,Panicle Initiation,Potash,21.9,Potassium for stress tolerance,Prefer organic alternatives where possible.,10.33,3504.0
2025-09-21,33.9,51.8,27.0,81.1,Tillering,Organic Compost,31.2,Improves soil structure and moisture retention,Ensure soil testing before application.,10.25,1560.0
2025-05-31,27.8,70.3,28.7,83.3,Seedling,Calcium Nitrate,16.4,Calcium and nitrate supply for strong stems,Prefer organic alternatives where possible.,10.75,3280.0
2025-07-27,31.7,32.9,29.1,69.3,Flowering,Zinc Sulphate,11.3,Improves grain quality and resistance,Maintain irrigation schedule to avoid fertilizer runoff.,8.71,3390.0
2025-08-01,22.2,39.2,27.2,93.3,Seedling,Urea,25.8,Nitrogen boost for vegetative growth,Maintain irrigation schedule to avoid fertilizer runoff.,9.28,3096.0
2025-04-07,29.4,25.4,33.1,85.6,Panicle Initiation,Potash,22.7,Potassium for stress tolerance,Ensure soil testing before application.,9.33,3632.0
2025-07-20,24.7,73.2,35.5,80.1,Flowering,Zinc Sulphate,9.6,Improves grain quality and resistance,Prefer organic alternatives where possible.,10.44,2880.0
2025-02-19,22.9,59.7,32.7,79.5,Panicle Initiation,Urea,17.3,Nitrogen boost for vegetative growth,Maintain irrigation schedule to avoid fertilizer runoff.,9.94,2076.0
2025-05-26,29.3,49.1,34.7,82.9,Harvest,Phosphate Rock,16.1,Slow-release phosphorus,Use split application to reduce leaching.,10.14,1449.0
2025-08-08,29.3,62.3,30.2,83.1,Panicle Initiation,Seaweed Extract,11.4,Growth stimulant and micronutrients,Avoid chemical overuse; combine with compost.,10.15,2850.0
2025-08-20,32.0,57.7,34.8,90.0,Flowering,Copper Sulphate,7.6,Micronutrient for enzyme activation,Prefer organic alternatives where possible.,10.34,3040.0
2025-05-18,27.6,33.2,35.2,61.8,Seedling,Calcium Nitrate,16.1,Calcium and nitrate supply for strong stems,Prefer organic alternatives where possible.,8.94,3220.0
2025-04-26,29.1,63.7,29.0,62.5,Flowering,Copper Sulphate,7.2,Micronutrient for enzyme activation,Prefer organic alternatives where possible.,9.94,2880.0
2025-06-30,23.5,28.6,27.5,63.8,Panicle Initiation,Seaweed Extract,9.1,Growth stimulant and micronutrients,Ensure soil testing before application.,8.11,2275.0
2025-11-26,22.2,55.1,31.0,86.7,Panicle Initiation,DAP,27.0,Phosphorus for root development,Prefer organic alternatives where possible.,10.06,4050.0
2025-04-16,33.7,71.0,26.2,64.8,Harvest,Green Manure,19.6,Nitrogen enrichment from legumes,Use split application to reduce leaching.,10.4,588.0
2025-06-05,33.5,46.8,34.1,78.3,Tillering,Compost Tea,19.3,Enhances microbial activity,Avoid chemical overuse; combine with compost.,9.97,1544.0
2025-12-30,24.5,31.1,35.8,87.4,Flowering,Boron,4.7,Micronutrient for flower formation,Ensure soil testing before application.,8.7,2350.0
2025-03-28,31.1,34.4,30.1,61.7,Panicle Initiation,Humic Acid,16.3,Soil conditioner and nutrient uptake,Ensure soil testing before application.,8.72,3586.0
2025-07-21,27.5,55.6,31.7,84.3,Tillering,Urea,30.3,Nitrogen boost for vegetative growth,Maintain irrigation schedule to avoid fertilizer runoff.,10.32,3636.0
2025-01-19,33.6,49.1,27.6,72.0,Seedling,Urea,21.4,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,10.02,2568.0
2025-04-12,23.5,34.1,31.2,61.5,Tillering,Compost Tea,21.4,Enhances microbial activity,Use split application to reduce leaching.,8.71,1712.0
2025-11-06,31.2,35.7,28.8,89.4,Tillering,Urea,37.9,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,9.74,4548.0
2025-05-06,25.3,44.6,33.1,64.8,Flowering,Copper Sulphate,7.8,Micronutrient for enzyme activation,Ensure soil testing before application.,8.93,3120.0
2025-03-29,32.8,35.1,31.5,83.2,Tillering,Organic Compost,30.9,Improves soil structure and moisture retention,Avoid chemical overuse; combine with compost.,9.88,1545.0
2025-10-07,31.5,73.1,29.2,63.2,Flowering,Zinc Sulphate,8.9,Improves grain quality and resistance,Avoid chemical overuse; combine with compost.,10.52,2670.0
2025-06-11,29.3,69.8,32.6,83.5,Tillering,MOP,17.8,Potassium for stem and disease resistance,Maintain irrigation schedule to avoid fertilizer runoff.,10.62,2314.0
2025-06-11,22.4,73.3,31.4,72.2,Flowering,MOP,25.4,Potassium for stem and disease resistance,Prefer organic alternatives where possible.,10.47,3302.0
2025-12-05,23.7,54.9,30.6,85.1,Seedling,Ammonium Sulphate,23.2,Nitrogen and sulphur supply,Avoid chemical overuse; combine with compost.,9.97,3248.0
2025-12-24,26.2,64.0,34.4,78.3,Flowering,Boron,4.5,Micronutrient for flower formation,Use split application to reduce leaching.,10.08,2250.0
2025-10-06,23.1,27.3,28.6,85.1,Harvest,Phosphate Rock,18.9,Slow-release phosphorus,Avoid chemical overuse; combine with compost.,8.66,1701.0
2025-05-04,26.1,37.7,33.7,60.8,Seedling,DAP,20.4,Phosphorus for root development,Use split application to reduce leaching.,8.84,3060.0
2025-02-05,22.2,35.5,28.4,81.5,Tillering,MOP,19.7,Potassium for stem and disease resistance,Maintain irrigation schedule to avoid fertilizer runoff.,8.84,2561.0
2025-04-25,30.9,61.7,31.2,62.5,Tillering,Compost Tea,22.4,Enhances microbial activity,Maintain irrigation schedule to avoid fertilizer runoff.,10.19,1792.0
2025-07-09,30.1,60.3,26.5,64.7,Seedling,Ammonium Sulphate,18.8,Nitrogen and sulphur supply,Ensure soil testing before application.,9.98,2632.0
2025-09-27,33.2,67.6,31.9,91.0,Harvest,Organic Compost,15.9,Improves soil structure and moisture retention,Avoid chemical overuse; combine with compost.,11.14,795.0
2025-05-16,27.0,50.2,33.4,72.7,Harvest,Green Manure,22.9,Nitrogen enrichment from legumes,Maintain irrigation schedule to avoid fertilizer runoff.,9.66,687.0
2025-08-25,22.9,72.5,31.0,73.5,Harvest,Phosphate Rock,20.4,Slow-release phosphorus,Prefer organic alternatives where possible.,10.34,1836.0
2025-05-22,24.3,45.4,35.5,68.2,Flowering,Boron,4.8,Micronutrient for flower formation,Prefer organic alternatives where possible.,8.88,2400.0
2025-10-16,30.8,69.7,26.8,67.7,Harvest,Phosphate Rock,19.0,Slow-release phosphorus,Prefer organic alternatives where possible.,10.34,1710.0
